iter	RMSE
290	33.53915713
291	33.52684845
292	33.51580614
293	33.50465518
294	33.48915805
295	33.47802807
296	33.46566094
297	33.45498805
298	33.44381516
299	33.43378112
300	33.42015654
301	33.40821142
302	33.40169614
303	33.38728939
304	33.37283143
305	33.36407493
306	33.35702923
307	33.34833994
308	33.33579734
309	33.32615033
310	33.31933228
311	33.30904373
312	33.29590618
313	33.28656305
314	33.28018308
315	33.27181884
316	33.2611459
317	33.24685614
318	33.23273874
319	33.22430534
320	33.21467467
321	33.20487384
322	33.19810172
323	33.18865071
324	33.17230512
325	33.16054038
326	33.15162308
327	33.14014452
328	33.1341493
329	33.12227185
330	33.11291829
331	33.10499247
332	33.09297914
333	33.08130581
334	33.07157501
335	33.05950482
336	33.04829466
337	33.03918545
338	33.03095008
339	33.02089352
340	33.01087343
341	33.00358339
342	32.9972293
343	32.98528179
344	32.97715294
345	32.97155922
346	32.95959686
347	32.94595061
348	32.93946117
349	32.92804114
350	32.92030459
351	32.91291236
352	32.9043792
353	32.89190926
354	32.88331159
355	32.87405526
356	32.86725917
357	32.85610016
358	32.84463142
359	32.83489521
360	32.82313301
361	32.81275011
362	32.80148508
363	32.79172731
364	32.78109873
365	32.76921716
366	32.7636344
367	32.75741024
368	32.74738132
369	32.73095532
370	32.72502061
371	32.71711122
372	32.70878547
373	32.70017302
374	32.6893242
375	32.68110422
376	32.67210764
377	32.66292781
378	32.65178767
379	32.64188188
380	32.62802333
381	32.61889882
382	32.60830234
383	32.59564186
384	32.58707879
385	32.57713712
386	32.56539345
387	32.55416304
388	32.54982477
389	32.54496746
390	32.53977174
391	32.53334061
392	32.52205111
393	32.51191245
394	32.49911927
395	32.49089883
396	32.47759522
397	32.47049888
398	32.46150113
399	32.45239732
400	32.44196057
401	32.43289932
402	32.42523874
403	32.41853682
404	32.41000655
405	32.40153543
406	32.39241822
407	32.38163393
408	32.37201572
409	32.36391555
410	32.35307087
411	32.34588297
412	32.33768984
413	32.328211
414	32.31594446
415	32.30785596
416	32.29978197
417	32.29336847
418	32.28491984
419	32.27741625
420	32.26997183
421	32.26144073
422	32.25121836
423	32.24247009
424	32.23580667
425	32.22802367
426	32.2142471
427	32.20603826
428	32.19702348
429	32.18413351
430	32.1758649
431	32.16822953
432	32.16345039
433	32.15578314
434	32.14608338
435	32.13550536
436	32.12720242
437	32.1176353
438	32.11072544
439	32.10330712
440	32.09423121
441	32.08711319
442	32.08022786
443	32.0733908
444	32.06950981
445	32.06639095
446	32.0598713
447	32.04681026
448	32.03695426
449	32.03185914
450	32.02555172
451	32.01684333
452	32.01282559
453	32.00636345
454	31.99644198
455	31.9878602
456	31.98005996
457	31.97235799
458	31.96516754
459	31.95669996
460	31.94654728
461	31.93831428
462	31.93221743
463	31.92281735
464	31.91755487
465	31.90938687
466	31.90197443
467	31.89607476
468	31.89178984
469	31.88539307
470	31.87680881
471	31.8648693
472	31.85971545
473	31.85119886
474	31.84775962
475	31.83624674
476	31.83290684
477	31.82504692
478	31.81629512
479	31.81161198
480	31.80350468
481	31.79451255
482	31.79001307
483	31.77992713
484	31.77345353
485	31.76389058
486	31.75768329
487	31.74935991
488	31.7430872
489	31.73573504
490	31.7309641
491	31.72323138
492	31.71483174
493	31.70344892
494	31.69793016
495	31.68916568
496	31.68202759
497	31.67448423
498	31.66721727
499	31.65902677
500	31.64922221
501	31.63619655
502	31.6311093
503	31.62661183
504	31.6199288
505	31.61414377
506	31.60647289
507	31.59936149
508	31.59134265
509	31.58093441
510	31.57693453
511	31.56911121
512	31.56479713
513	31.5600494
514	31.55056282
515	31.54347583
516	31.53488027
517	31.52794085
518	31.52290737
519	31.51763987
520	31.51202496
521	31.50261449
522	31.49425579
523	31.49008123
524	31.48384104
525	31.47637139
526	31.46639304
527	31.46204511
528	31.45587361
529	31.4473139
530	31.44167378
531	31.43608235
532	31.42951828
533	31.42210815
534	31.41732896
535	31.41067044
536	31.40512498
537	31.39526877
538	31.38760087
539	31.37989784
540	31.37361843
541	31.36774289
542	31.35970241
543	31.35208185
544	31.34462031
545	31.33866029
546	31.33137462
547	31.32597269
548	31.31932218
549	31.31055328
550	31.30099599
551	31.29668442
552	31.29116025
553	31.28403292
554	31.28140845
555	31.27336555
556	31.26800918
557	31.26212476
558	31.25565365
559	31.24946268
560	31.24147835
561	31.23285524
562	31.22611864
563	31.2172691
564	31.21264514
565	31.20659753
566	31.20198507
567	31.19453808
568	31.1855362
569	31.17912889
570	31.1717331
571	31.16745846
572	31.16411574
573	31.15667082
574	31.14712039
575	31.1414217
576	31.13433817
577	31.12749841
578	31.12099799
579	31.11367261
580	31.10959923
581	31.10069688
582	31.09560419
583	31.08901441
584	31.07745289
585	31.07045497
586	31.06349997
587	31.05666399
588	31.0506632
589	31.04082545
590	31.0311525
591	31.01909201
592	31.01315698
593	31.01100336
594	31.0049029
595	30.99882632
596	30.99230628
597	30.98382193
598	30.97425823
599	30.96723668
600	30.95986987
601	30.95402891
602	30.94981588
603	30.94484603
604	30.93806745
605	30.9303853
606	30.92424184
607	30.91886368
608	30.90752322
609	30.9006506
610	30.89474885
611	30.88929904
612	30.87961488
613	30.87108346
614	30.86598019
615	30.85675265
616	30.85038586
617	30.84598267
618	30.83786464
619	30.83030804
620	30.8196106
621	30.81016507
622	30.8012241
623	30.79350415
624	30.78698514
625	30.7832361
626	30.77616428
627	30.77053937
628	30.76601803
629	30.75946772
630	30.75228764
631	30.74631481
632	30.73958003
633	30.7331806
634	30.72678914
635	30.7181911
636	30.70952873
637	30.70383014
638	30.69996507
639	30.69754472
640	30.68913254
641	30.68232993
642	30.67638619
643	30.66980393
644	30.66303953
645	30.65521555
646	30.65112531
647	30.64312904
648	30.63493993
649	30.62695733
650	30.62312618
651	30.61335904
652	30.60646169
653	30.59749897
654	30.5904068
655	30.581953
656	30.5758539
657	30.5665122
658	30.55702458
659	30.54821861
660	30.53919716
661	30.52984581
662	30.52401449
663	30.51611788
664	30.50754415
665	30.50446714
666	30.49789324
667	30.49088392
668	30.48230635
669	30.47680185
670	30.47246667
671	30.46479676
672	30.46051942
673	30.44881198
674	30.44266519
675	30.4391404
676	30.43544322
677	30.42732446
678	30.42262966
679	30.41837306
680	30.41281884
681	30.40648008
682	30.39774178
683	30.38788882
684	30.38490067
685	30.37977099
686	30.37544505
687	30.36969603
688	30.36418735
689	30.35773764
690	30.35203708
691	30.34482605
692	30.34131869
693	30.33422641
694	30.32614479
695	30.32034308
696	30.31049479
697	30.30368235
698	30.29624634
699	30.29031786
700	30.28401505
701	30.27773942
702	30.26737972
703	30.25937307
704	30.25546621
705	30.24802252
706	30.24044753
707	30.23446373
708	30.22959877
709	30.22305591
710	30.21686981
711	30.21371353
712	30.20910243
713	30.19972212
714	30.19237456
715	30.18637765
716	30.17536564
717	30.17168475
718	30.16445951
719	30.15856175
720	30.15040034
721	30.14044743
722	30.13653186
723	30.12643424
724	30.12017077
725	30.11297511
726	30.10854701
727	30.10157478
728	30.09807965
729	30.09067395
730	30.08506586
731	30.07984383
732	30.0744086
733	30.068168
734	30.06343541
735	30.05640556
736	30.05094366
737	30.04682678
738	30.04269255
739	30.03879263
740	30.03214474
741	30.02707796
742	30.02119253
743	30.01598133
744	30.00947548
745	30.00412389
746	29.99755779
747	29.99243363
748	29.98971139
749	29.98495302
750	29.98028396
751	29.97458004
752	29.96688547
753	29.96091543
754	29.95418362
755	29.95133036
756	29.94582515
757	29.94228697
758	29.9327092
759	29.92700352
760	29.92286448
761	29.91514456
762	29.90779606
763	29.90163905
764	29.8934049
765	29.88736915
766	29.88360455
767	29.87883645
768	29.87588855
769	29.87258878
770	29.86616484
771	29.86172208
772	29.85800686
773	29.85495934
774	29.84847335
775	29.84191796
776	29.83736555
777	29.82976005
778	29.82711079
779	29.81921598
780	29.81399115
781	29.8084706
782	29.80607866
783	29.80160534
784	29.79764495
785	29.79015676
786	29.78623099
787	29.77888674
788	29.7736676
789	29.76889457
790	29.76688378
791	29.76031215
792	29.75410788
793	29.75016339
794	29.74466535
795	29.73860847
796	29.73575396
797	29.72866185
798	29.72521978
799	29.71859032
800	29.71395217
801	29.70921123
802	29.70448385
803	29.69646289
804	29.68956401
805	29.6833547
806	29.67691286
807	29.67074968
808	29.66862151
809	29.66113722
810	29.6571056
811	29.65108717
812	29.64260279
813	29.63773225
814	29.63072158
815	29.61971882
816	29.61407926
817	29.61013723
818	29.60448354
819	29.59957437
820	29.59495642
821	29.5901248
822	29.58424006
823	29.57658559
824	29.57128719
825	29.56432098
826	29.55746535
827	29.55314817
828	29.54681657
